intent,utterance
1,"I need a profile, what can I do to create one?"
9,"I ordered an item, what do I have to do to modify my order?"
5,"i wanna get a refund, can u help me?"
8,how can I retrieve my account password?
13,how do I check your refund policy?
8,"I lost my password, what do I have to do to reset it?"
5,"the concert was cancelled, how do I request a refund?"
0,"I got an error when I attempted to pay, but my card was charged anyway, what do I have to do to inform of it?"
3,"i want to download an invoice , tell me where I can do it"
10,"could you ask an agent to delete my fucking account, please?"
6,how do I talk to someone?
6,"youre not helping, how can i contact a human?"
2,I need information and I want to contact Customer Service
8,my user account was hacked and I want to get it bakc
3,"i wanna see an invoice, can you tell me where to do it?"
1,"i want to create an account, what do i have to do?"
4,can you tell me how I can check my package?
2,can you tell me the phone number to contact Customer Service?
10,where to cancel my profile
5,how to get a refund
6,"you aren't helping, speak with a human"
5,"I would like a reimbursement, help me obtain onhe"
0,how do I notify a problem with my payment?
2,"id like information and id like to speak with client service, please"
6,"i dont understand you, help me talk to fucking someone, please"
8,"I can't remember my account password, what do I have to do to recover it?"
8,"I forgot my account password, could you recover it, please?"
4,I want to track my packages
9,"i bought an item, I need help modifying my purchase"
5,how can I get a refund?
2,I want to see the phone number of Customer Support
7,help me check my invoice
13,"could you ask an agent to find information about their fucking reimbursement policy, please?"
1,I don't have a user account
9,tell me how I can change my purchase
5,"please, could you ask an agent where to get a reimbursement?"
4,i wanna know how I can check my package
5,"the concert was postponed, how can i request a reimbursement?"
11,where do i lodge a complaint for a service?
10,I need help deleting my ser account
0,"i have an issue when trying to pay for my online order, what can i do to notify it?"
5,"the concert was postponed, what do I have to do to request a reimbursement?"
4,check my delivery
2,"I need information, how do I send an email to Customer Support?"
9,"I purchased something, what do I have to do to change my purchase?"
2,can you show me the free number of Client Service?
10,how do i cancel my account?
6,"I cannot understand you, I need help talking to fucking someone, please"
11,I want to lodge a complaint for a service
1,"please, tell me if I could create several fucking online accounts with the same email address"
3,ask an agent if i can download some iblls
0,"i wanna solve a problem with my payment, what should i do?"
12,"I want to submit an opinion for a service, can you help me?"
9,"id like to ask for information about changing my purchase, please"
1,i want to know if i could create more than one account with the same email address
4,"i want to check my shipments, tgell me where to do it"
2,"I want information, I need help speaking with Customer Support"
11,"I'm not happy with the service, what can I do to make a consumer complaint?"
6,"i dont understand you and id like to talk to a person, please"
5,Iwould like to request a reund
5,"the show was postponed, could i obtain a reimbursement, please?"
6,"Idon't understand you, can I contact a human?"
6,can you talk to a person?
7,"I would like to see my bill, could you help me?"
0,can u ask an agent to report payment issues?
5,"I need a refund, what should I do?"
1,"i dont  have a user account, what do i have to do to register?"
6,"I don't understand you, can I speak with a person?"
2,can you tell me what the free phone number to contact Client Service is?
9,"I want to change my order, tell me how I can do it"
3,"i'd like to download some fucking bills , can you give me some information?, please"
10,help me cancel my online account
5,"the show was cancelled, could i get a erimbursement , please?"
3,I want to get information baout seeing some bills
8,my account was hacked and I want to recover it
3,I need information about seeing some bills
3,i wanna know how I can see an invoice
9,"I purchased an item, how do I modify my order?"
13,"could you check your money back policy, please?"
12,how can I leave a comment?
5,"the game was cancelled, how can I get a reimbursement?"
10,"I changed my mind, help me remove my account"
5,"the show was cancelled, how do i obtain a refund?"
10,"I changed my mind, can you delete my online account?"
1,I want to open an account
2,how do I send an email to Customer Service?
7,"I can't find my bill, can I see it?"
13,ohw do I view your money back policy ?
10,"I changed my mind, how can I close my user account?"
13,cam u ask an agent if i can see their money back guarantee?
7,"I lost my bills, view them"
11,"i dont like the service, how do i lodge a complaint ?"
10,"i changed my mind, how do i cancel my profile?"
2,can you tell me the mail to contact Client Service?
5,"I want to get a refund, whay an I do?"
9,tell me about modifying my purchase
8,"i cant remember my password, how can i retrieve it?"
11,"i dont like the service, help me submit a complaint, please"
2,"i want information, how do i speak with customer service?"
